Non-Matching Entries:
sApawnya: Gar/a__n
sapAxa: wIn/a__adj
saPAyA: kAl/A__n
sApekRAwAvAxa: None
saPexacaSma: None
saPexa: rAw/a__n
saPexA: kAl/A__adj
saPexaJUTa: Gar/a__n
saPexapoSa: wIn/a__adj
saPexaxAga: Gar/a__n
saPexI: Axam/I__n
sAPI: Axam/I__n
SApiwa: wIn/a__adj
saplAI: Axam/I__n
SApoxXAra: Karc/a__n
saprajFa: anek/a__adj
sapramANa: wIn/a__adj
sapuRti: Apawwi/__n
sapUwI: Axam/I__n
sapwAha: rAw/a__n
sApwAhika: wIn/a__adj
sapwa: wIn/a__adj
Sapwa: Karc/a__n
sapwajihva: anek/a__adj
sapwajvAla: Gar/a__n
sapwaka: rAw/a__n
sapwama: wIn/a__adj
sapwamqwwikA: gudiy/A__n
sapwapaxI: Axam/I__n
sapwarRi: Apawwi/__n
sapwaSawI: ladak/I__n
sapwaSIrRa: anek/a__adj
sapwaXAnya: Gar/a__n
SarAbabaMxI: Axam/I__n
SaraBA: kAl/A__n
SaraBa: Gar/a__n
SarAbajaxA: None
SarAbaKAnA: kAl/A__adj
SarAbakaSa: None
SarAbaKora: Gar/a__n
SarAbaKorI: Axam/I__n
Sarabawa: rAw/a__n
SarabawInIbU: None
SarAbora: anek/a__adj
SaraccaMxra: Gar/a__n
SaraccaMxrikA: gudiy/A__n
saragama: rAw/a__n
sAragarBa: anek/a__adj
sAragarBiwa: anek/a__adj
sarAhanIya: anek/a__adj
sara: wIn/a__adj
sAra: rAw/a__n
Sara: rAw/a__n
SarajjyowsnA: gudiy/A__n
sarakA: W/A__v
saraka: xiK/a__v
SarakAMda: Gar/a__n
sarakaMdA: kAl/A__adj
sarakArIgavAha: None
sarakArI: ladak/I__n
sarakasa: Gar/a__n
sarala: rAw/a__n
saralA: kAl/A__n
saralareKA: gudiy/A__n
saralawA: kAl/A__n
saralIkaraNa: Gar/a__n
saraliwa: anek/a__adj
Sarama: rAw/a__n
SaramA: W/A__v
sAraMga: wIn/a__adj
sAraMgI: ladak/I__n
SaramIlA: kAl/A__adj
SaramiMxagI: Axam/I__n
SaramiMxA: kAl/A__adj
sArAMSa: Gar/a__n
SaraNAgawa: wIn/a__adj
sAraNa: wIn/a__adj
SaraNa: rAw/a__n
SaraNApanna: wIn/a__adj
SaraNArWI: ladak/I__n
sAranAWa: Karc/a__n
SaraNI: ladak/I__n
SaraNi: Apawwi/__n
SaraNya: wIn/a__adj
sarAPa: rAw/a__n
sarapaMca: rAw/a__n
saraparaswa: wIn/a__adj
saraparaswI: ladak/I__n
sarapata: Karc/a__n
SarAPawa: Gar/a__n
sarasa: wIn/a__adj
sArasa: rAw/a__n
SarasaMXAna: Gar/a__n
sarasarAhata: rAw/a__n
sarasarA: W/A__v
sarasarI: Axam/I__n
SaraSayyA: gudiy/A__n
sarasija: Gar/a__n
sArasvawa: wIn/a__adj
sarasvawI: ladak/I__n
sarasvawIpUjana: Gar/a__n
sarasvawIpuwra: Gar/a__n
sarawAja: Gar/a__n
sAraWi: Apawwi/__n
SarawkAla: Karc/a__n
SarawkAmI: None
Sarawparva: None
SarawpUrNimA: gudiy/A__n
SarawpuRpa: Gar/a__n
SAraxacaMxra: None
SAraxa: wIn/a__adj
SAraxA: kAl/A__n
Saraxa: rAw/a__n
SAraxajyowsnA: None
SAraxAMbA: gudiy/A__n
SAraxameGa: Gar/a__n
SAraxaniSA: gudiy/A__n
saraxAra: rAw/a__n
saraxArI: ladak/I__n
saraxarxa: Gar/a__n
SAraxI: Axam/I__n
SAraxika: Karc/a__n
SaraxiMxu: vAyu/__n
SAraxIya: anek/a__adj
SarAyuXa: None
Sarbawa: rAw/a__n
sareSa: Gar/a__n
sarga: Gar/a__n
SarIka: wIn/a__adj
sArikA: kAl/A__n
SArikA: loh/A__n
SarIPA: kAl/A__adj
SarIPajAxA: kAl/A__adj
SarIPaKAnaxAna: None
SarIrabaMXa: Gar/a__n
SarIraBexa: Gar/a__n
SarIragrahaNa: Karc/a__n
SArIra: wIn/a__adj
SarIra: rAw/a__n
SarIraja: Karc/a__n
SArIrakaBARya: Karc/a__n
SArIraka: Gar/a__n
SarIrakarwA: jyAx/A__adj
SarIrAMwara: Gar/a__n
SarIranipAwa: None
SarIrapAwa: Karc/a__n
SarIrapawana: Gar/a__n
SarIrArpaNa: Gar/a__n
SarIrasaMskAra: Karc/a__n
SarIraSAswra: Gar/a__n
SArIraSAswra: Gar/a__n
SarIraSoXana: Gar/a__n
SarIrAvarNa: None
SarIravEkalya: None
SarIravijFAna: Gar/a__n
SArIravijFAna: Gar/a__n
SArIraviXAna: Gar/a__n
SArIravixyA: gudiy/A__n
SArIrawawwva: None
SarIrawyAga: Karc/a__n
SarIraxaMda: Gar/a__n
SarIrayAwrA: gudiy/A__n
SArIrika: wIn/a__adj
sariwA: kAl/A__n
sarjaka: Gar/a__n
sarjanA: kAl/A__n
sarjana: rAw/a__n
SArkara: anek/a__adj
SarkarA: kAl/A__n
SArkaramaya: None
SarkarAprameha: Gar/a__n
sarkila: rAw/a__n
sarkitahAusa: Gar/a__n
SARkulika: Gar/a__n
sarkyUlara: Gar/a__n
Sarma: Gar/a__n
SarmanAka: Gar/a__n
SarmasAra: anek/a__adj
SarmIlA: kAl/A__adj
SarmiMxA: kAl/A__n
saroja: wIn/a__adj
sarojamuKI: Axam/I__n
sarojinI: Axam/I__n
sarokAra: rAw/a__n
sarorUha: Gar/a__n
sarovara: rAw/a__n
saroxa: rAw/a__n
sarpaBakRaka: Gar/a__n
sarpagawi: SAnwi/__n
sarpa: Gar/a__n
sarpakotara: None
sarpamaNi: Apawwi/__n
sarpaNa: Karc/a__n
sarparAja: Gar/a__n
sarpavixyA: gudiy/A__n
sarpaxaMRtra: Gar/a__n
sArpiRa: None
sarrAPa: rAw/a__n
SArtahEMda: Gar/a__n
sARtAMga: anek/a__adj
sARtAMgapraNAma: Gar/a__n
sartifiketa: None
sarUpa: wIn/a__adj
sarUpawA: loh/A__n
sarUpawva: Gar/a__n
sArUpya: rAw/a__n
sarvaBakRA: gudiy/A__n
sArvaBOma: wIn/a__adj
sArvaBOmika: wIn/a__adj
sArvaBOwika: anek/a__adj
sarvagrAsa: anek/a__adj
sArvaguNika: None
sarva: wIn/a__adj
sArva: Karc/a__n
sArvajanika: wIn/a__adj
sArvajanikanirmANaviBAga: None
sArvajanikavyavasWA: None
sArvakAla: None
sArvakAlika: anek/a__adj
sarvakAlIna: anek/a__adj
sarvakAmya: anek/a__adj
sarvakRaya: Karc/a__n
sarvAMgINa: anek/a__adj
sarvanAma: rAw/a__n
sarvapAlaka: wIn/a__adj
SarvarI: Axam/I__n
SarvarIkara: Gar/a__n
SarvarInAWa: Gar/a__n
sarvArWa: Gar/a__n
sarvArWakuSala: None
sarvArWasAXaka: anek/a__adj
sarvArWasAXana: anek/a__adj
sarvArWasAXikA: loh/A__n
sarvArWasixXa: wIn/a__adj
sarvArWasixXi: SAnwi/__n
sarvasAmAnya: wIn/a__adj
sarvasaMhAra: anek/a__adj
sarvasammawa: wIn/a__adj
sarvasaMpanna: anek/a__adj
sarvaSreRTa: wIn/a__adj
sarvasulaBa: anek/a__adj
sarvavewwA: jyAx/A__adj
sarvaviKyAwa: Gar/a__n
sarvavinASa: Karc/a__n
sarvavyApI: Axam/I__n
sarvAwmA: gudiy/A__n
sarvAwmavAxa: Gar/a__n
sArvawrika: anek/a__adj
sarvaxalIya: anek/a__adj
sarvaxarSana: wIn/a__adj
sArvaxeSika: anek/a__adj
sarvAXika: wIn/a__adj
sarvAXikAra: Gar/a__n
sarvAXipawya: Gar/a__n
sarve: None
sarvekRaNa: rAw/a__n
sarveSa: Gar/a__n
sarvesarvA: kAl/A__adj
sarveSvara: rAw/a__n
sarvisa: rAw/a__n
sarvocca: anek/a__adj
sarvoccanyAyAlaya: Gar/a__n
sarvoccasawwA: gudiy/A__n
sarvowwama: anek/a__adj
sarvoxaya: Gar/a__n
SarwabaMxa: anek/a__adj
sArWa: wIn/a__adj
sArWaka: wIn/a__adj
sArWakawA: gudiy/A__n
SarwiyA: gudiy/A__n
sarxIgaramI: Axam/I__n
SArxUla: Gar/a__n
SArxUlakaMxa: None
sArxXa: anek/a__adj
saSabxa: wIn/a__adj
SaSaGAwaka: None
SaSa: rAw/a__n
sAsa: rAw/a__n
SAsaka: rAw/a__n
saSalya: anek/a__adj
sasaMBrama: anek/a__adj
SaSAMka: Gar/a__n
SaSAMkasuwa: None
SaSAMkiwa: None
sasaMxeha: anek/a__adj
SAsanakarwA: jyAx/A__adj
SAsanapawra: Gar/a__n
SAsanavyavasWA: ASA/__n
SAsanawaMwra: Gar/a__n
SAsanAxeSa: rAw/a__n
SAsanAXIna: anek/a__adj
SAsanaxURaka: None
SAsanIya: anek/a__adj
saSarIra: anek/a__adj
saSaswra: wIn/a__adj
saSasya: anek/a__adj
SaSaviRANa: Karc/a__n
sAsawa: Karc/a__n
sAScarya: anek/a__adj
SaSIBAla: Gar/a__n
SaSI: Axam/I__n
SaSIkalA: loh/A__n
SaSIkAMwa: Gar/a__n
SaSImaMdala: None
SaSIpraBA: gudiy/A__n
SAsiwa: wIn/a__adj
SAsiwA: kAl/A__adj
sasmiwa: anek/a__adj
sasneha: anek/a__adj
saSrama: Gar/a__n
sAsu: qwu/__n
sasura: rAw/a__n
sasurAla: rAw/a__n
SASvawa: wIn/a__adj
SASvawI: Axam/I__n
SASvawika: anek/a__adj
saswA: kAl/A__adj
saswAmAla: Gar/a__n
SaswrAByAsa: Gar/a__n
SAswracAraNa: None
SAswrAcaraNa: Gar/a__n
SaswraGAwa: Gar/a__n
Saswrahaswa: anek/a__adj
Saswrahawa: anek/a__adj
Saswra: rAw/a__n
SAswra: rAw/a__n
SAswrajFAna: Karc/a__n
SaswrakoRa: Gar/a__n
SAswrakovixa: wIn/a__adj
SaswranirmANaSAlA: None
SAswrAnumoxiwa: anek/a__adj
SAswrAnuRTAna: Gar/a__n
SAswrAnuSIlana: Gar/a__n
SaswranyAsa: Gar/a__n
SaswrapANi: SAnwi/__n
SaswraprahAra: Gar/a__n
SAswraprasaMga: Gar/a__n
SAswrapravakwA: gudiy/A__n
SAswrArWa: Gar/a__n
SaswraSAlA: gudiy/A__n
SAswrasaMgawa: anek/a__adj
SaswraSAswra: Karc/a__n
SAswrasixXa: wIn/a__adj
SaswrAswra: Gar/a__n
SAswravarjiwa: anek/a__adj
SAswravihiwa: anek/a__adj
SAswravimuKa: anek/a__adj
SAswraviruxXa: anek/a__adj
SAswraviXAna: Gar/a__n
SaswravixyA: gudiy/A__n
SAswravyuwpawi: None
SAswrawawwva: Gar/a__n
SAswrika: wIn/a__adj
SAswrIkaraNa: Gar/a__n
SAswrIya: wIn/a__adj
SAswrIyapramANa: Gar/a__n
SAswrokwa: wIn/a__adj
SasyaBakRaka: None
SasyAgAra: Gar/a__n
Sasya: wIn/a__adj
sasya: Gar/a__n
sasyakRewra: None
SasyamaMjarI: None
sasyaSyAmalA: loh/A__n
SaTa: wIn/a__adj
satA: W/A__v
sATa: rAw/a__n
sATA: kAl/A__adj
sata: xiK/a__v
sAtana: Gar/a__n
SaTawA: loh/A__n
SaTaXI: None
sATI: ladak/I__n
satIka: rAw/a__n
saTiyA: W/A__v
sattAbattA: None
sattA: kAl/A__adj
SATyagraMWi: None
SATya: Karc/a__n
SaUra: Karc/a__n
sAuWa: Karc/a__n
SavACCAxana: None
Sava: rAw/a__n
savA: kAl/A__adj
SavakAmya: None
Savakarma: Gar/a__n
savAla: rAw/a__n
Savaliwa: anek/a__adj
sAvana: rAw/a__n
SavaparIkRA: gudiy/A__n
SavaparIkRaNAlaya: None
savAra: rAw/a__n
sAvaraNa: wIn/a__adj
savarNa: wIn/a__adj
sAvarNa: wIn/a__adj
savarNavivAha: Gar/a__n
sAvarNika: anek/a__adj
sAvarNya: Gar/a__n
SavAsana: Gar/a__n
sAvaSeRa: wIn/a__adj
SavasWAna: Gar/a__n
savawsa: anek/a__adj
SavaxAha: Gar/a__n
sAvaXAna: wIn/a__adj
sAvaXAnawA: loh/A__n
sAvaXAnI: ladak/I__n
sAvaXika: anek/a__adj
sAvaXikanikRepa: None
SavayAwrA: gudiy/A__n
savega: wIn/a__adj
saverA: kAl/A__adj
savicAra: wIn/a__adj
savigraha: anek/a__adj
savijFAna: anek/a__adj
savikalpa: wIn/a__adj
savikalpaka: wIn/a__adj
savikAra: wIn/a__adj
savikASa: anek/a__adj
savinaya: wIn/a__adj
sAviRkAra: wIn/a__adj
savismaya: anek/a__adj
saviswAra: Karc/a__n
savixya: anek/a__adj
savrIda: anek/a__adj
savyaBicAra: Karc/a__n
savya: wIn/a__adj
sawaBaiyA: gudiy/A__n
sawaBAya: Gar/a__n
SawAbxa: Gar/a__n
sawaguru: qwu/__n
sawaha: rAw/a__n
sawahI: Axam/I__n
sawa: wIn/a__adj
Sawa: wIn/a__adj
sawA: W/A__v
sAwa: rAw/a__n
sawajuga: Gar/a__n
Sawaka: rAw/a__n
Sawakoti: SAnwi/__n
Sawalocana: anek/a__adj
SawapaWabrAhmaNa: Gar/a__n
SawapuwrI: Axam/I__n
sawaraMga: wIn/a__adj
sawaraMgA: kAl/A__adj
SawaraMja: rAw/a__n
sawarka: Gar/a__n
sawarkawA: gudiy/A__n
sawasaMga: Gar/a__n
sawAvana: Karc/a__n
sawAvara: Gar/a__n
SawAvarI: Axam/I__n
SawAvaXAna: Gar/a__n
SawAvaXAnI: Axam/I__n
sawawa: wIn/a__adj
sAwawya: Gar/a__n
Sawaxala: Gar/a__n
sawayuga: Gar/a__n
SawAyuXa: anek/a__adj
sawIcOrA: gudiy/A__n
SawI: ladak/I__n
sAWI: ladak/I__n
Sawika: anek/a__adj
sawIpana: Karc/a__n
SAwira: wIn/a__adj
sawIrWa: wIn/a__adj
saw: rAw/a__n
sawIvrawA: loh/A__n
sawIwva: Karc/a__n
sawkalA: loh/A__n
sawkAra: rAw/a__n
sawkarwA: jyAx/A__adj
sawkarwavya: wIn/a__adj
sawkavi: Apawwi/__n
sawkaWA: gudiy/A__n
sawkIrwi: Apawwi/__n
sawkqwa: wIn/a__adj
sawkula: Gar/a__n
sawkulIna: anek/a__adj
sawPala: wIn/a__adj
sawpaWa: Gar/a__n
sawpaWIna: None
sawpawra: Gar/a__n
sawpAwra: Gar/a__n
sawpuruRa: Gar/a__n
sawraha: rAw/a__n
sawra: rAw/a__n
sawrAvasAna: Gar/a__n
SawruGAwa: anek/a__adj
SawruhaMwA: jyAx/A__adj
Sawru: qwu/__n
Sawrumarxana: Gar/a__n
SawruMjaya: wIn/a__adj
SawrunivarhaNa: anek/a__adj
Sawruvigraha: Karc/a__n
SawruvinASana: Karc/a__n
SawruwA: kAl/A__n
SawruwApUrNa: anek/a__adj
sawsaMkalpa: wIn/a__adj
sawuA: kAl/A__adj
sawvAxa: Karc/a__n
sawwA: kAl/A__n
sawwara: rAw/a__n
sawwAvana: rAw/a__n
sAwwvika: wIn/a__adj
sAwwvikI: Axam/I__n
sawyAgraha: Gar/a__n
sawya: rAw/a__n
sawyakAma: wIn/a__adj
sawyaloka: rAw/a__n
sawyanArAyaNa: Gar/a__n
sawyAnASa: Gar/a__n
sawyaniRTa: wIn/a__adj
sawyApana: Gar/a__n
sawyapaWa: Gar/a__n
sawyaprawijFa: anek/a__adj
sawyaprawiRTAna: None
sawyapUwa: anek/a__adj
sawyarawa: anek/a__adj
sawyasaMkalpa: wIn/a__adj
sawyasaMrakRaNa: None
sawyaSapaWa: None
sawyasAra: anek/a__adj
sawyaSIla: wIn/a__adj
sawyavacana: Gar/a__n
sawyavAka: Karc/a__n
sawyavakwA: gudiy/A__n
sawyavawI: Axam/I__n
sawyavaxana: Gar/a__n
sawyavAxI: Axam/I__n
sawyavqwwi: Apawwi/__n
sawyavrawa: wIn/a__adj
sawyawA: kAl/A__n
sawyaXana: wIn/a__adj
sawyaXarma: wIn/a__adj
saxAbahAra: Gar/a__n
saxABrama: anek/a__adj
saxAcAra: Gar/a__n
saxAcaraNa: Gar/a__n
sAxagI: Axam/I__n
sAXa: wIn/a__adj
sAxA: kAl/A__adj
saXa: xiK/a__v
sAxAkAgaja: None
sAXaka: wIn/a__adj
sAXakawA: gudiy/A__n
sAXakawva: Karc/a__n
saxakRiNa: anek/a__adj
saxamA: kAl/A__adj
sAXanacawuRtaya: Gar/a__n
sAXanA: kAl/A__n
saxana: rAw/a__n
sAXana: rAw/a__n
saxAnaMxa: anek/a__adj
saxananewA: gudiy/A__n
sAXanawA: loh/A__n
saxanawyAga: Gar/a__n
sAXanIya: anek/a__adj
sAxara: wIn/a__adj
sAXAra: wIn/a__adj
sAXAraNawva: Karc/a__n
sAXAraNya: Karc/a__n
saXarma: wIn/a__adj
sAXarmya: Karc/a__n
saxASriwa: anek/a__adj
saxasya: rAw/a__n
saxasyawA: kAl/A__n
saXavA: gudiy/A__n
saxayahqxaya: anek/a__adj
saxaya: wIn/a__adj
sAXayiwavya: anek/a__adj
saxBAgya: Gar/a__n
saxBAva: rAw/a__n
saxBAvanA: ladak/A__n
saxBqwya: Gar/a__n
saxbrAhmaNa: Gar/a__n
saxeha: wIn/a__adj
saxeSa: wIn/a__adj
saxgawi: Apawwi/__n
saxguNa: rAw/a__n
sAxiwa: anek/a__adj
sAXiwa: wIn/a__adj
saxoRa: wIn/a__adj
saxqSawA: loh/A__n
sAxqSya: Gar/a__n
sAXu: qwu/__n
saxupayoga: Gar/a__n
sAXuwA: loh/A__n
sAXuwva: Karc/a__n
SAxvala: wIn/a__adj
saxXarma: Gar/a__n
saxyaHkqwa: None
saxyaHkrIwa: None
saxyaHprasUwA: gudiy/A__n
sAXya: wIn/a__adj
sAXyasAXana: Gar/a__n
sAXyasixXi: SAnwi/__n
sAXyavasAya: anek/a__adj
sAXyawA: loh/A__n
saxyojAwa: wIn/a__adj
sAya: rAw/a__n
sAyA: kAl/A__adj
sAyaka: rAw/a__n
SAyaka: rAw/a__n
sAyaMkAla: rAw/a__n
sAyaMkAlIna: anek/a__adj
sAyaMwana: anek/a__adj
Sayana: Gar/a__n
sayAnA: kAl/A__adj
SayanakaRa: None
SayanAsana: Gar/a__n
SayanEkAxaSI: Axam/I__n
SayanIya: wIn/a__adj
SAyarA: kAl/A__n
SAyara: rAw/a__n
SAyarAnA: jyAx/A__adj
sAyAxAra: anek/a__adj
SAyikA: gudiy/A__n
SAyiwa: wIn/a__adj
sAyujya: Karc/a__n
SayyAgawa: anek/a__adj
SayyAgqha: Gar/a__n
SayyA: ladak/A__n
SayyAkAla: None
SayyApAla: Gar/a__n
SayyAxAna: Gar/a__n
sAzca: rAw/a__n
sAzcA: kAl/A__adj
sazdasA: kAl/A__adj
sazdasI: Axam/I__n
sAzJa: rAw/a__n
sAzpa: rAw/a__n
sazperA: kAl/A__adj
sAzvalA: kAl/A__adj
sazvara: xiK/a__v
seba: rAw/a__n
secaka: Gar/a__n
secana: rAw/a__n
secanI: Axam/I__n
secanIya: anek/a__adj
seciwa: anek/a__adj
secya: anek/a__adj
Seda: rAw/a__n
seharA: kAl/A__adj
sehawa: Gar/a__n
sEkadA: kAl/A__adj
seka: rAw/a__n
sekaMda: Gar/a__n
sEkaMda: Gar/a__n
sEkaMdarI: Axam/I__n
SeKara: Gar/a__n
SeKariwa: anek/a__adj
sEkawika: None
SEkRaNika: Gar/a__n
sekretariyata: Gar/a__n
SEkRika: Gar/a__n
SEkRya: Gar/a__n
sektara: rAw/a__n
sekwA: kAl/A__adj
sekwavya: None
sElAba: Gar/a__n
SElAgra: Karc/a__n
SEla: wIn/a__adj
sela: rAw/a__n
sEla: rAw/a__n
SElajA: loh/A__n
SElakanyA: gudiy/A__n
SElakUta: Gar/a__n
SElAMga: Gar/a__n
sElAnI: ladak/I__n
SElarAja: Karc/a__n
SElasaMXi: None
SElaSivira: None
SElasuwA: loh/A__n
SElAXArA: None
SElAXipa: Gar/a__n
SElenxra: Gar/a__n
SElenxrasuwA: None
SEleSvara: Gar/a__n
SEleya: anek/a__adj
sElUna: Gar/a__n
SElya: anek/a__adj
semala: Gar/a__n
semIkolana: Gar/a__n
semIPAinala: Gar/a__n
seMsaraborda: Gar/a__n
seMsara: Gar/a__n
seMta: Gar/a__n
seMtara: rAw/a__n
seMtigrAma: Gar/a__n
seMtIgreda: Gar/a__n
seMtImItara: Gar/a__n
seMtrala: anek/a__adj
SemuRI: Axam/I__n
seMwa: Karc/a__n
sEMwAlIsa: Karc/a__n
sEMwIsa: rAw/a__n
senA: kAl/A__n
sena: rAw/a__n
senAkaRa: None
senAMga: Gar/a__n
senAMgapawi: None
senAnI: ladak/I__n
senApariXAna: None
senApawi: Apawwi/__n
sEnApawya: anek/a__adj
senAXinAWa: Gar/a__n
senAXipa: Gar/a__n
senAXISa: Gar/a__n
senAXyakRa: Gar/a__n
sInetara: rAw/a__n
sEnika: rAw/a__n
sEnikanyAyAlaya: None
sEnikIkaraNa: Gar/a__n
sEnya: wIn/a__adj
sEnyakakRa: None
sEnyAvAsa: Gar/a__n
sEnyaxroha: Gar/a__n
sEnyoxeSavAhaka: None
sepiwa: anek/a__adj
SerabaccA: jyAx/A__adj
SerabakarI: Axam/I__n
SeRaBojana: None
SeRaBURaNa: None
SeragaDI: Axam/I__n
sEra: rAw/a__n
SeRa: rAw/a__n
sera: rAw/a__n
Sera: rAw/a__n
SeRakAla: Karc/a__n
SeRakAriwa: None
Seramarxa: wIn/a__adj
SeramAxA: None
SeRAMSa: Gar/a__n
SeRanAga: Gar/a__n
SeranumA: jyAx/A__adj
SerapA: jyAx/A__adj
SerapaMjA: jyAx/A__adj
sErasapAtA: jyAx/A__adj
SeRaSayana: Gar/a__n
SeRaXara: Gar/a__n
SeraxaravAjA: None
Seraxila: wIn/a__adj
SeRokwa: anek/a__adj
seSana: Gar/a__n
seSanajaja: Gar/a__n
seSanakorta: Gar/a__n
SESava: Karc/a__n
SESavikI: None
SESira: anek/a__adj
seSvara: anek/a__adj
seta: rAw/a__n
seTa: rAw/a__n
SEvAgama: Gar/a__n
sevaI: ladak/I__n
SEva: wIn/a__adj
sevA: kAl/A__n
seva: rAw/a__n
Seva: rAw/a__n
sevakAI: Axam/I__n
sevaka: rAw/a__n
sevAkAla: Karc/a__n
SEvAla: rAw/a__n
sevAMjalI: None
sevana: rAw/a__n
sevAnivqwwi: Apawwi/__n
sevanIya: wIn/a__adj
sevAniyojanAlaya: None
sevApaMjI: None
sevAtahala: Gar/a__n
sevAvalaMba: None
sevAvyavahAra: None
sevawa: rAw/a__n
sevAxakRa: None
sevAyojanAlaya: Gar/a__n
sevAyukwa: wIn/a__adj
sevikA: kAl/A__n
seviwavya: anek/a__adj
sevonapahAra: None
sevyaBAva: Gar/a__n
sevya: wIn/a__adj
SEvya: Gar/a__n
SEWilika: anek/a__adj
SEWilya: Gar/a__n
sewu: ku/Az__n
SEwya: Karc/a__n
sExXAMwika: wIn/a__adj
Seyara: rAw/a__n
sEyaxa: rAw/a__n
sezvaI: None
sEzwAlIsa: None
sEzwIsa: None
sezXA: gudiy/A__n
siAra: Karc/a__n
siganala: Gar/a__n
sigAra: rAw/a__n
SIGrawA: gudiy/A__n
SIGrawva: Karc/a__n
SIGrayAna: Karc/a__n
SigUPA: kAl/A__adj
siharA: W/A__v
sihara: rAw/a__n
siharana: rAw/a__n
siJA: W/A__v
siJa: xiK/a__v
sIjana: rAw/a__n
SiKAbaMXa: Gar/a__n
SiKAbaMXana: Gar/a__n
SiKABaraNa: None
SiKA: kAl/A__n
siKA: W/A__v
siKa: rAw/a__n
sIKa: xiK/a__v
sIkAkAI: Axam/I__n
SiKAkaMxa: None
SiKAlu: vAyu/__n
SiKAmaNi: Apawwi/__n
SiKaMdikA: None
SikaMjA: kAl/A__adj
SiKAmUla: Gar/a__n
SiKAMwa: Gar/a__n
SiKApASa: Gar/a__n
SikArabaMxa: Gar/a__n
SikAragAha: rAw/a__n
SikAra: rAw/a__n
SiKara: rAw/a__n
SiKarasammelana: Gar/a__n
SikArI: ladak/I__n
SikArIjAnavara: None
SikArIkuwwA: kAl/A__adj
SikariNI: None
SiKAvAn: None
SiKAXara: Gar/a__n
SiKi: Apawwi/__n
SiKIkaMTa: None
SiKinI: Axam/I__n
SiKISvara: Gar/a__n
sikKa: rAw/a__n
sikkA: kAl/A__adj
SikRAguru: qwu/__n
SikRA: pIdZ/A__n
SikRaka: rAw/a__n
SikRAlaya: Gar/a__n
SikRamANa: Gar/a__n
SikRaNa: Gar/a__n
SikRaNakalA: gudiy/A__n
SikRaNaSAswra: Gar/a__n
SikRaNIya: anek/a__adj
SikRApariRaxa: Gar/a__n
SikRASakwi: Apawwi/__n
SikRASAswra: Gar/a__n
SikRAviBAga: Gar/a__n
SikRAxIkRA: gudiy/A__n
SikRiwa: wIn/a__adj
SikRiwAyuXa: None
silabattA: kAl/A__adj
silAI: ladak/I__n
SilA: kAl/A__n
sIla: rAw/a__n
silA: W/A__v
SIla: rAw/a__n
sila: xiK/a__v
SilAjIwa: Gar/a__n
SilAKaMda: rAw/a__n
SilAleKa: rAw/a__n
SilAmuxraNa: Gar/a__n
SilAmuxriwa: anek/a__adj
sIlana: Gar/a__n
SIlana: Gar/a__n
SilAnyAsa: Gar/a__n
SilApaxa: Gar/a__n
SilAsana: Gar/a__n
silasilA: kAl/A__adj
silavA: W/A__v
SIlavaMcanA: None
SIlavarjiwa: anek/a__adj
SIlawyAga: None
SiliMga: Gar/a__n
SIliwa: anek/a__adj
silka: Gar/a__n
Siloccaya: Gar/a__n
SiloMCa: Gar/a__n
SiloMCI: None
SiloxBexa: None
Silpa: rAw/a__n
SilpakalA: gudiy/A__n
SilpakArI: ladak/I__n
SilpakOSala: Gar/a__n
SilpaSAlA: loh/A__n
SilpaSAswra: Gar/a__n
SilpavixyA: ASA/__n
Silpika: Gar/a__n
sImA: kAl/A__n
sImAMkana: Gar/a__n
sImaMwa: Karc/a__n
sImAMwa: Gar/a__n
sImAMwara: Gar/a__n
sImaMwonnayana: Gar/a__n
sImApAla: Gar/a__n
sImASulka: Gar/a__n
sImAvaroXa: Gar/a__n
sImAvivAxa: Gar/a__n
sImAwikramaNa: Gar/a__n
siMcAI: ladak/I__n
sIMca: xiK/a__v
siMcana: Gar/a__n
siMciwa: anek/a__adj
siMdiketa: Gar/a__n
sImeMta: Gar/a__n
siMGAdA: kAl/A__adj
sIMga: rAw/a__n
siMganala: Gar/a__n
siMgAra: rAw/a__n
siMGI: ladak/I__n
siMha: rAw/a__n
siMhala: Gar/a__n
siMhanAxa: rAw/a__n
siMhAsanacakra: None
siMhAsanasya: anek/a__adj
siMhAvalokana: Gar/a__n
siMhaXvani: SAnwi/__n
sImiwa: wIn/a__adj
sImollaMGana: Gar/a__n
SiMSapA: gudiy/A__n
siMXa: Gar/a__n
siMXu: qwu/__n
siMxUra: Gar/a__n
sIna: rAw/a__n
sInA: kAl/A__adj
sInAjora: anek/a__adj
sInAjorI: Axam/I__n
sinemA: kAl/A__adj
sIniyara: Gar/a__n
sipAhI: ladak/I__n
siPAriSanAmA: jyAx/A__adj
siPAriSI: Axam/I__n
Sipi: Apawwi/__n
sirahAnA: kAl/A__adj
SiraHKaMda: None
SiraHpatta: None
SiraHSUla: Karc/a__n
SirA: kAl/A__n
sIra: rAw/a__n
Sira: rAw/a__n
SIra: rAw/a__n
sira: rAw/a__n
sirA: kAl/A__n
sIrA: kAl/A__n
sirAja: Karc/a__n
SirAjAla: Gar/a__n
sirakA: kAl/A__n
SiramOra: Karc/a__n
sirasa: rAw/a__n
Siraswra: Gar/a__n
SirIRa: Karc/a__n
sIriyala: Gar/a__n
SIrNa: anek/a__adj
SIrNakAya: anek/a__adj
